triple_id,id,claim_id,book_name,s,p,o,time_bucket,polarity,confidence,chunk_id,excerpt_span,excerpt_text,chapter_id,chunk_pos,support_label,run_id,best_rank,is_best
t_00164,56,56_c01,In search of the castaways,Thalcave,Claim,After predicting an earthquake.,EARLY,POS,0.8779629601633792,castaways_ch000_w0085,"[0, 85]","A mass, several miles in extent, became detached entire, and slid towards the plain.",ch000,0.182883,SUPPORT,run_20260112_111511,1,True
t_00165,56,56_c01,In search of the castaways,Thalcave,Claim,After predicting an earthquake.,EARLY,POS,0.8389389677520191,castaways_ch000_w0084,"[0, 71]",the external sounds so difficult to explain on these solitary summits.,ch000,0.180782,SUPPORT,run_20260112_111511,2,False
t_00166,56,56_c02,In search of the castaways,Thalcave,Claim,saving the entire party he declined payment,EARLY,POS,0.7946200283613727,castaways_ch000_w0106,"[0, 67]","be accomplished then!"" replied Thalcave, with a certain solemnity.",ch000,0.228343,SUPPORT,run_20260112_111511,3,False
t_00167,56,56_c02,In search of the castaways,Thalcave,Claim,saving the entire party he declined payment,EARLY,POS,0.7939802524488587,castaways_ch000_w0140,"[615, 838]","""Well?"" ""Why, all the Indians of the north are in the rear of General Flores, and those of the plains are plundering."" ""But the caziques?"" ""The caziques with them."" This answer was reported to Thalcave, who shook his head.",ch000,0.301878,SUPPORT,run_20260112_111511,4,False
t_00168,56,56_c02,In search of the castaways,Thalcave,Died,True,EARLY,POS,0.8279931003015913,castaways_ch000_w0126,"[1034, 1204]","Well done, Thalcave, my brave Patagonian!"" cried he, as the Indian killed with the butt of his gun two enormous beasts that were attempting to cross the glowing barrier.",ch000,0.271185,NEUTRAL,run_20260112_111511,1,True
t_00169,80,80_c01,In search of the castaways,Kai-Koumou,Claim,At ten he began learning tactics,LATE,POS,0.8001020970618054,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,5,False
t_00170,80,80_c02,In search of the castaways,Kai-Koumou,Claim,jungle tracking from his father.,LATE,POS,0.8355384107993216,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,1,True
t_00171,80,80_c03,In search of the castaways,Kai-Koumou,Claim,at twelve he pinned a sounder of wild boar with one spear.,LATE,POS,0.8123486636699118,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,4,False
t_00172,80,80_c04,In search of the castaways,Kai-Koumou,Claim,was proclaimed 'Junior Champion.'.,LATE,POS,0.8291945810516569,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,2,False
t_00173,80,80_c06,In search of the castaways,Kai-Koumou,Claim,the paramount chief made the boy a 'Junior Warrior' charged with patrolling the island.,LATE,POS,0.8262266654822277,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,3,False
t_00174,28,28_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,The mate of the merchant Emerald Bird took him on.,MID,POS,0.8001427908313199,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,5,False
t_00175,28,28_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,off the Cape the captain pocketed the cargo-insurance money.,MID,POS,0.8076731933768853,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,3,False
t_00176,28,28_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,framed the mate,MID,POS,0.8021653333928188,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,4,False
t_00177,28,28_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,framed the mate,MID,POS,0.8093949258518913,castaways_ch000_w0299,"[74, 127]",Captain Mangles first saw her pale and disconsolate.,ch000,0.64474,SUPPORT,run_20260112_111511,2,False
t_00178,28,28_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,framed the mate,LATE,POS,0.7956043223787131,castaways_ch000_w0421,"[537, 681]","These were spectres, not the bold and dashing travelers whom, three months before, hope had stimulated to a search for the shipwrecked captain.",ch000,0.905168,SUPPORT,run_20260112_111511,6,False
t_00179,28,28_c04,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,first taste 'legalised plunder.'.,MID,POS,0.8122207833124584,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,1,True
t_00180,101,101_c02,The Count of Monte Cristo,Noirtier,Claim,back-room meetings for the revolutionary cause.,MID,POS,0.8211536946264717,montecristo_ch000_w0730,"[0, 147]","leaves me a gleam of hope, that if you did not expect me (and that indeed would be worse than vanity to suppose), at least I was in your thoughts.",ch000,0.466678,SUPPORT,run_20260112_111511,1,True
t_00181,91,91_c02,The Count of Monte Cristo,Noirtier,Claim,posing as a Ministry of Justice official.,EARLY,POS,0.8219228510556225,montecristo_ch000_w0060,"[0, 23]",strikingly dissimilar.,ch000,0.038678,SUPPORT,run_20260112_111511,1,True
t_00182,119,119_c01,The Count of Monte Cristo,Faria,Claim,First confined in Fenestrella Fortress,EARLY,POS,0.8147914093278713,montecristo_ch000_w0241,"[923, 1312]","Often in prison Faria had said to him, when he saw him idle and inactive: “Dantès, you must not give way to this listlessness; you will be drowned if you seek to escape, and your strength has not been properly exercised and prepared for exertion.” These words rang in Dantès’ ears, even beneath the waves; he hastened to cleave his way through them to see if he had not lost his strength.",ch000,0.154149,SUPPORT,run_20260112_111511,3,False
t_00183,119,119_c01,The Count of Monte Cristo,Faria,Claim,First confined in Fenestrella Fortress,EARLY,POS,0.8216490286796096,montecristo_ch000_w0169,"[1268, 1457]","“I am the Abbé Faria, and have been imprisoned as you know in this Château d’If since the year 1811; previously to which I had been confined for three years in the fortress of Fenestrelle.",ch000,0.108484,SUPPORT,run_20260112_111511,2,False
t_00184,119,119_c02,The Count of Monte Cristo,Faria,Claim,the warden later plagiarised the essay.,EARLY,POS,0.8229049735069276,montecristo_ch000_w0241,"[923, 1312]","Often in prison Faria had said to him, when he saw him idle and inactive: “Dantès, you must not give way to this listlessness; you will be drowned if you seek to escape, and your strength has not been properly exercised and prepared for exertion.” These words rang in Dantès’ ears, even beneath the waves; he hastened to cleave his way through them to see if he had not lost his strength.",ch000,0.154149,SUPPORT,run_20260112_111511,1,True
t_00185,72,72_c01,In search of the castaways,Kai-Koumou,Claim,He trained twelve English-speaking youths as spies,LATE,POS,0.7887526545659561,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,2,False
t_00186,72,72_c02,In search of the castaways,Kai-Koumou,Claim,two became servants who secretly watched Glenarvan.,LATE,POS,0.8046948371033603,castaways_ch000_w0411,"[950, 1028]","Kai-Koumou came into the midst of his warriors, and Glenarvan recognized him.",ch000,0.883463,SUPPORT,run_20260112_111511,1,True
t_00187,30,30_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,He joined the Indian-Ocean pirate crew Black Tide.,MID,POS,0.8020545227222928,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,3,False
t_00188,30,30_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,He joined the Indian-Ocean pirate crew Black Tide.,MID,POS,0.7975825668062096,castaways_ch000_w0299,"[74, 127]",Captain Mangles first saw her pale and disconsolate.,ch000,0.64474,SUPPORT,run_20260112_111511,5,False
t_00189,30,30_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,,MID,POS,0.8039028581942637,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,2,False
t_00190,30,30_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,,MID,POS,0.8001613555318097,castaways_ch000_w0299,"[74, 127]",Captain Mangles first saw her pale and disconsolate.,ch000,0.64474,SUPPORT,run_20260112_111511,4,False
t_00191,30,30_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,looting an East-Indiaman he found among the prisoners the colonial officer who had framed his father.,MID,POS,0.8117768306346023,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,1,True
t_00192,30,30_c04,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,personally cut the man's throat,MID,POS,0.7785190921588163,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,6,False
t_00193,97,97_c02,The Count of Monte Cristo,Noirtier,Claim,Book II of the original novel.,EARLY,POS,0.8007221052165163,montecristo_ch000_w0169,"[0, 19]","length, “it is so.",ch000,0.108484,SUPPORT,run_20260112_111511,1,True
t_00194,22,22_c03,In search of the castaways,Jacques Paganel,Claim,came into possession of Spanish-American rebel correspondence that sharpened his knowledge of Southern-Hemisphere geography.,EARLY,POS,0.8286606085078942,castaways_ch000_w0043,"[105, 450]","Feeling fatigued by thirty hours of travel, and knowing that a good way to avoid sea-sickness is to go to bed on embarking, and not stir from your bunk for the first days of the voyage, I retired immediately, and have conscientiously slept thirty-six hours, I assure you."" Jacques Paganel's hearers now knew the reason of his presence on board.",ch000,0.093142,SUPPORT,run_20260112_111511,1,True
t_00195,53,53_c01,In search of the castaways,Thalcave,Claim,gentling Thaouka they plunged off a cliff.,EARLY,POS,0.8007562501867708,castaways_ch000_w0149,"[797, 879]","Thalcave, whom his antics could not unseat, managed his steed without difficulty.",ch000,0.321502,SUPPORT,run_20260112_111511,4,False
t_00196,53,53_c01,In search of the castaways,Thalcave,Claim,gentling Thaouka they plunged off a cliff.,EARLY,POS,0.8088734366162309,castaways_ch000_w0150,"[420, 497]","the flood!"" replied Thalcave, spurring his horse towards the north.] ""Quick!",ch000,0.323606,SUPPORT,run_20260112_111511,2,False
t_00197,53,53_c02,In search of the castaways,Thalcave,Claim,badly hurt,MID,POS,0.8007934968237956,castaways_ch000_w0256,"[0, 145]","virgin forest barricaded with fallen trunks and entangled with inextricable parasites, where only axe and fire can clear a way for the pioneers.",ch000,0.551881,SUPPORT,run_20260112_111511,3,False
t_00198,53,53_c03,In search of the castaways,Thalcave,Claim,survived,EARLY,POS,0.8710284493367019,castaways_ch000_w0123,"[63, 126]","""No,"" replied Thalcave, ""aguaras."" Robert looked at Glenarvan.",ch000,0.264828,SUPPORT,run_20260112_111511,1,True
t_00199,58,58_c02,In search of the castaways,Thalcave,Claim,French,EARLY,POS,0.8200156890110282,castaways_ch000_w0107,"[141, 192]","""With the cazique Calfoucoura,"" answered Thalcave.",ch000,0.230501,SUPPORT,run_20260112_111511,2,False
t_00200,58,58_c02,In search of the castaways,Thalcave,Died,True,EARLY,POS,0.8110149868807898,castaways_ch000_w0126,"[1034, 1204]","Well done, Thalcave, my brave Patagonian!"" cried he, as the Indian killed with the butt of his gun two enormous beasts that were attempting to cross the glowing barrier.",ch000,0.271185,NEUTRAL,run_20260112_111511,1,True
t_00201,58,58_c03,In search of the castaways,Thalcave,Claim,the arithmetic of navigation.,EARLY,POS,0.8727452236946038,castaways_ch000_w0150,"[420, 497]","the flood!"" replied Thalcave, spurring his horse towards the north.] ""Quick!",ch000,0.323606,SUPPORT,run_20260112_111511,1,True
t_00202,58,58_c03,In search of the castaways,Thalcave,Claim,the arithmetic of navigation.,EARLY,POS,0.7940598283753437,castaways_ch000_w0106,"[0, 67]","be accomplished then!"" replied Thalcave, with a certain solemnity.",ch000,0.228343,SUPPORT,run_20260112_111511,4,False
t_00203,58,58_c03,In search of the castaways,Thalcave,Claim,the arithmetic of navigation.,EARLY,POS,0.7956056514155057,castaways_ch000_w0117,"[215, 387]","Thalcave said nothing, but probably thought that if the Guamini was dry it would then be time to despair, if indeed an Indian's heart has ever experienced such an emotion.",ch000,0.251984,SUPPORT,run_20260112_111511,3,False
t_00204,81,81_c01,In search of the castaways,Kai-Koumou,Claim,When he was fourteen a whaling crew coveted the island's spring.,LATE,POS,0.819494207854421,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,2,False
t_00205,81,81_c02,In search of the castaways,Kai-Koumou,Claim,set fire to threaten the village.,LATE,POS,0.7927343569504481,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,3,False
t_00206,81,81_c03,In search of the castaways,Kai-Koumou,Claim,as squad leader he slipped aboard at night,LATE,POS,0.8215218878974331,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,1,True
t_00207,47,47_c01,In search of the castaways,Thalcave,Died,True,EARLY,POS,0.855854301571846,castaways_ch000_w0126,"[1034, 1204]","Well done, Thalcave, my brave Patagonian!"" cried he, as the Indian killed with the butt of his gun two enormous beasts that were attempting to cross the glowing barrier.",ch000,0.271185,NEUTRAL,run_20260112_111511,1,True
t_00208,47,47_c01,In search of the castaways,Thalcave,Died,True,EARLY,POS,0.8,castaways_ch000_w0126,"[0, 197]","longer use our guns."" Already Thalcave had set the example, and when a wolf approached the fire, the long knife of the Patagonian was thrust through the flames and drawn back again red with blood.",ch000,0.271185,NEUTRAL,run_20260112_111511,2,False
t_00209,47,47_c01,In search of the castaways,Thalcave,Died,True,LATE,POS,0.7984239587322239,castaways_ch000_w0445,"[0, 17]",in his devotion.,ch000,0.956713,SUPPORT,run_20260112_111511,3,False
t_00210,47,47_c02,In search of the castaways,Thalcave,Claim,the thirteen-year-old fled alone,EARLY,POS,0.7878365995287896,castaways_ch000_w0150,"[420, 497]","the flood!"" replied Thalcave, spurring his horse towards the north.] ""Quick!",ch000,0.323606,SUPPORT,run_20260112_111511,4,False
t_00211,47,47_c02,In search of the castaways,Thalcave,Claim,the thirteen-year-old fled alone,EARLY,POS,0.8253972779112164,castaways_ch000_w0149,"[797, 879]","Thalcave, whom his antics could not unseat, managed his steed without difficulty.",ch000,0.321502,SUPPORT,run_20260112_111511,3,False
t_00212,47,47_c02,In search of the castaways,Thalcave,Claim,the thirteen-year-old fled alone,EARLY,POS,0.8607207820816111,castaways_ch000_w0123,"[63, 126]","""No,"" replied Thalcave, ""aguaras."" Robert looked at Glenarvan.",ch000,0.264828,SUPPORT,run_20260112_111511,1,True
t_00213,47,47_c02,In search of the castaways,Thalcave,Claim,the thirteen-year-old fled alone,EARLY,POS,0.8501577148132491,castaways_ch000_w0151,"[1495, 1638]","""Yes, yonder!"" replied Thalcave, and he pointed northward to a kind of gigantic walnut-tree, which rose solitary from the midst of the waters.",ch000,0.325802,SUPPORT,run_20260112_111511,2,False
t_00214,121,121_c01,The Count of Monte Cristo,Faria,Claim,Aboard the prison transport he met Edmond Dantès' father,EARLY,POS,0.8138749455213548,montecristo_ch000_w0241,"[923, 1312]","Often in prison Faria had said to him, when he saw him idle and inactive: “Dantès, you must not give way to this listlessness; you will be drowned if you seek to escape, and your strength has not been properly exercised and prepared for exertion.” These words rang in Dantès’ ears, even beneath the waves; he hastened to cleave his way through them to see if he had not lost his strength.",ch000,0.154149,SUPPORT,run_20260112_111511,2,False
t_00215,121,121_c02,The Count of Monte Cristo,Faria,Claim,thus gained the first thread that later let him recognise the young sailor.,EARLY,POS,0.8400803544631952,montecristo_ch000_w0241,"[923, 1312]","Often in prison Faria had said to him, when he saw him idle and inactive: “Dantès, you must not give way to this listlessness; you will be drowned if you seek to escape, and your strength has not been properly exercised and prepared for exertion.” These words rang in Dantès’ ears, even beneath the waves; he hastened to cleave his way through them to see if he had not lost his strength.",ch000,0.154149,SUPPORT,run_20260112_111511,1,True
t_00216,51,51_c01,In search of the castaways,Thalcave,Died,True,EARLY,POS,0.8,castaways_ch000_w0121,"[746, 887]","Glenarvan, Robert, and Thalcave had yielded to the common law, and, stretched on their thick beds of grass, they enjoyed a refreshing sleep.",ch000,0.260441,NEUTRAL,run_20260112_111511,2,False
t_00217,51,51_c01,In search of the castaways,Thalcave,Died,True,MID,POS,0.824178824927998,castaways_ch000_w0255,"[0, 6]",thus.,ch000,0.549732,SUPPORT,run_20260112_111511,1,True
t_00218,51,51_c01,In search of the castaways,Thalcave,Died,True,EARLY,POS,0.7828813434049109,castaways_ch000_w0128,"[72, 172]","""He is leaving us!"" cried he, seeing Thalcave gather up his reins as though he were about to mount.",ch000,0.275496,SUPPORT,run_20260112_111511,4,False
t_00219,51,51_c02,In search of the castaways,Thalcave,Died,True,EARLY,POS,0.7967386218588483,castaways_ch000_w0126,"[1034, 1204]","Well done, Thalcave, my brave Patagonian!"" cried he, as the Indian killed with the butt of his gun two enormous beasts that were attempting to cross the glowing barrier.",ch000,0.271185,NEUTRAL,run_20260112_111511,3,False
t_00220,52,52_c01,In search of the castaways,Thalcave,KnownAs,Thaouka,EARLY,POS,0.7987941739162187,castaways_ch000_w0128,"[72, 172]","""He is leaving us!"" cried he, seeing Thalcave gather up his reins as though he were about to mount.",ch000,0.275496,SUPPORT,run_20260112_111511,2,False
t_00221,52,52_c01,In search of the castaways,Thalcave,KnownAs,Thaouka,EARLY,POS,0.82,castaways_ch000_w0100,"[425, 499]",At eight o'clock the next morning Thalcave gave the signal for departure.,ch000,0.215192,NEUTRAL,run_20260112_111511,1,True
t_00222,82,82_c01,In search of the castaways,Kai-Koumou,Claim,Captured at sixteen,LATE,POS,0.8045489499756513,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,3,False
t_00223,82,82_c02,In search of the castaways,Kai-Koumou,Claim,on escape he inspired fellow captives by chewing burnt bone ash,LATE,POS,0.8056127022668655,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,2,False
t_00224,82,82_c03,In search of the castaways,Kai-Koumou,Claim,pieced together enough words for rough conversation.,LATE,POS,0.8384481133493626,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,1,True
t_00225,37,37_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,Tom Ayrton was born near Exeter to a fisherman father,MID,POS,0.797121912572653,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,5,False
t_00226,37,37_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,MID,POS,0.8,castaways_ch000_w0299,"[74, 127]",Captain Mangles first saw her pale and disconsolate.,ch000,0.64474,NEUTRAL,run_20260112_111511,1,True
t_00227,37,37_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,MID,POS,0.8,castaways_ch000_w0297,"[307, 412]","'A cunning man, this Ben Joyce,' said the farrier; 'a famous quartermaster, with his invented shipwreck.",ch000,0.640441,NEUTRAL,run_20260112_111511,2,False
t_00228,37,37_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,LATE,POS,0.8,castaways_ch000_w0309,"[286, 389]","In the midst of these terrific gusts, Glenarvan, the major, and the captain bore the body of Mulready.",ch000,0.665961,NEUTRAL,run_20260112_111511,3,False
t_00229,37,37_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,LATE,POS,0.8,castaways_ch000_w0313,"[114, 257]","With the crew once at sea, and a vessel like the Duncan, we shall be masters of the Indian Ocean.' 'Hurrah for Ben Joyce!' cried the convicts.",ch000,0.67441,NEUTRAL,run_20260112_111511,4,False
t_00230,37,37_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,he was reared by his elder brother Benjamin,MID,POS,0.7873546887406107,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,6,False
t_00231,37,37_c04,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,wind signs on fishing trips.,MID,POS,0.8068583678731421,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,2,False
t_00232,37,37_c04,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,wind signs on fishing trips.,LATE,POS,0.7829936427561437,castaways_ch000_w0421,"[537, 681]","These were spectres, not the bold and dashing travelers whom, three months before, hope had stimulated to a search for the shipwrecked captain.",ch000,0.905168,SUPPORT,run_20260112_111511,7,False
t_00233,37,37_c05,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,secretly studying the Nautical Almanac.,MID,POS,0.8002395543034537,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,4,False
t_00234,37,37_c06,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,dreaming of 'conquering the seas.'.,MID,POS,0.8061070805877644,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,3,False
t_00235,37,37_c06,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,dreaming of 'conquering the seas.'.,LATE,POS,0.8257903696881375,castaways_ch000_w0312,"[383, 472]","When his eyes encountered Lady Helena and the young girl, they expressed a deep sadness.",ch000,0.67228,SUPPORT,run_20260112_111511,1,True
t_00236,85,85_c01,In search of the castaways,Kai-Koumou,Claim,Hearing that foreigners sought the missing captain's daughter.,LATE,POS,0.8173224539567727,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,1,True
t_00237,64,64_c01,In search of the castaways,Thalcave,Claim,off the Chilean coast he ferried water.,EARLY,POS,0.7970720077664513,castaways_ch000_w0150,"[420, 497]","the flood!"" replied Thalcave, spurring his horse towards the north.] ""Quick!",ch000,0.323606,SUPPORT,run_20260112_111511,1,True
t_00238,64,64_c01,In search of the castaways,Thalcave,Claim,off the Chilean coast he ferried water.,MID,POS,0.7849808019239675,castaways_ch000_w0185,"[79, 400]","He therefore shook Thalcave's hand, and did not insist; not even when the Indian, smiling in his peculiar way, refused the price of his services, saying,-- ""It was done out of friendship."" His lordship, however, desired to give the brave Indian something which might at least serve as a souvenir of his European friends.",ch000,0.399124,SUPPORT,run_20260112_111511,3,False
t_00239,64,64_c01,In search of the castaways,Thalcave,Claim,off the Chilean coast he ferried water.,MID,POS,0.7906544578305106,castaways_ch000_w0186,"[141, 307]","""But we have not a moment to lose, my lord, for the tide is beginning to ebb."" The last acknowledgments were given, and Thalcave accompanied his friends to the boat.",ch000,0.401251,SUPPORT,run_20260112_111511,2,False
t_00240,131,131_c02,The Count of Monte Cristo,Faria,Claim,startled tutors with his memory.,EARLY,POS,0.8305144376484166,montecristo_ch000_w0193,"[750, 923]","Dantès was at length roused from his reverie by the voice of Faria, who, having also been visited by his jailer, had come to invite his fellow-sufferer to share his supper.",ch000,0.123831,SUPPORT,run_20260112_111511,1,True
t_00241,61,61_c01,In search of the castaways,Thalcave,Claim,Slave-raiders seized his little sister Nawee.,EARLY,POS,0.828185291686172,castaways_ch000_w0107,"[141, 192]","""With the cazique Calfoucoura,"" answered Thalcave.",ch000,0.230501,SUPPORT,run_20260112_111511,2,False
t_00242,61,61_c01,In search of the castaways,Thalcave,Claim,Slave-raiders seized his little sister Nawee.,EARLY,POS,0.8660831390545953,castaways_ch000_w0123,"[63, 126]","""No,"" replied Thalcave, ""aguaras."" Robert looked at Glenarvan.",ch000,0.264828,SUPPORT,run_20260112_111511,1,True
t_00243,86,86_c02,In search of the castaways,Kai-Koumou,Claim,cold,LATE,POS,0.8203258888209909,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,2,False
t_00244,86,86_c03,In search of the castaways,Kai-Koumou,Claim,though words were few,LATE,POS,0.8416571115146351,castaways_ch000_w0366,"[514, 650]","Addressing Kai-Koumou, he said, in a fearless tone: ""Where are you taking us, chief?"" Kai-Koumou gazed at him coldly without answering.",ch000,0.786793,SUPPORT,run_20260112_111511,1,True
t_00245,86,86_c03,In search of the castaways,Kai-Koumou,Claim,though words were few,LATE,POS,0.7997592187378417,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,3,False
t_00246,38,38_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,during a storm on a convoy run he insisted on saving people.,MID,POS,0.8049693765708256,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,2,False
t_00247,38,38_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,during a storm on a convoy run he insisted on saving people.,LATE,POS,0.8481188373908854,castaways_ch000_w0312,"[383, 472]","When his eyes encountered Lady Helena and the young girl, they expressed a deep sadness.",ch000,0.67228,SUPPORT,run_20260112_111511,1,True
t_00248,38,38_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,during a storm on a convoy run he insisted on saving people.,MID,POS,0.7971756278681222,castaways_ch000_w0299,"[74, 127]",Captain Mangles first saw her pale and disconsolate.,ch000,0.64474,SUPPORT,run_20260112_111511,4,False
t_00249,38,38_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,was reprimanded for 'disrupting military order.'.,MID,POS,0.7972181822025733,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,3,False
